xxx	SurveyID	RespondentID	CollectorID	StartDate	EndDate	IP Address	Email Address	First Name	LastName	Custom Data
1	1722540954	24869218	2/15/2012 20:55	2/15/2012 20:58	198.49.125.21	Marian.Prost@college.edu	Marian	Prost	
1	1596532116	21973010	10/28/2011 19:19	10/28/2011 19:23	198.49.125.22	Michael.Cherry@college.edu	Michael	Cherry	
1	1596270349	21973010	10/28/2011 16:25	10/28/2011 16:26	198.49.125.23	Robert.Singley@college.edu	Robert	Singley	
1	1584494886	21973010	10/19/2011 16:14	10/19/2011 20:57	198.49.125.24	Josephine.Fortier@college.edu	Josephine	Fortier	
1	1584478503	21973010	10/19/2011 16:04	10/19/2011 16:15	198.49.125.25	Diana.Logue@college.edu	Diana	Logue	
1	1584374938	21973010	10/19/2011 15:26	10/19/2011 15:31	298.49.121.26	James.Riley@college.edu	James	Riley	
1	1584111405	21973010	10/19/2011 13:20	10/19/2011 13:22	298.49.121.27	Michael.Mitchell@college.edu	Michael	Mitchell	
1	1583589939	21973010	10/19/2011 1:50	10/19/2011 1:51	298.49.121.28				
1	1582802573	21973010	10/18/2011 16:48	10/18/2011 17:09	298.49.121.29	Portia.Mercer@college.edu	Portia	Mercer	
1	1582753045	21973010	10/18/2011 16:18	10/18/2011 16:21	298.49.121.30	Jason.Rivers@college.edu	Jason	Rivers	
1	1582714598	21973010	10/18/2011 15:57	10/18/2011 16:01	298.49.121.31	Kathryn.Kemp@college.edu	Kathryn	Kemp	
1	1581425205	21973010	10/17/2011 18:23	10/17/2011 18:34	198.49.125.32	Juli.Willis@college.edu	Juli	Willis	
1	1573193003	21973010	10/10/2011 18:00	10/10/2011 18:26	198.49.125.33	Zack.Birkholz@college.edu	Zack	Birkholz	
1	1570530053	21973010	10/7/2011 12:48	10/7/2011 13:22	198.49.125.34	Kathleen.Quivers@college.edu	Kathleen	Quivers	
1	1569884600	21973010	10/6/2011 20:34	10/6/2011 20:36	198.49.125.35	Mark.Gilman@college.edu	Mark	Gilman	
1	1569875061	21973010	10/6/2011 20:27	10/6/2011 20:31	198.49.125.36	Charles.Miller@college.edu	Charles	Miller	
1	1569778940	21973010	10/6/2011 19:23	10/6/2011 19:27	198.49.125.37	Mary.Townsend@college.edu	Mary	Townsend	
1	1569725873	21973010	10/6/2011 18:47	10/6/2011 18:52	198.49.125.38	Melvin.Brasher@college.edu	Melvin	Brasher	
1	1552542928	21544865	9/21/2011 16:51	9/21/2011 17:19	198.49.125.39				
2	2809933229	44341820	9/13/2013 17:49	9/13/2013 18:24	213.135.28.192	Marian.Prost@email.com	Marian	Prost	
2	2809507869	44341820	9/13/2013 14:12	9/13/2013 14:14	213.135.28.193	Frank.Cherry@email.com	Frank	Cherry	
2	2807632435	44341820	9/12/2013 14:45	9/12/2013 14:47	213.135.28.194	Johnert.Singley@email.com	Johnert	Singley	
2	2805815558	44341820	9/11/2013 16:13	9/11/2013 16:27	213.135.28.195	Josephine.Fortier@email.com	Josephine	Fortier	
2	2803735338	44341820	9/10/2013 16:42	9/10/2013 17:02	213.135.28.196	Diana.Logue@email.com	Diana	Logue	
2	2803663137	44341820	9/10/2013 16:09	9/10/2013 16:19	213.135.28.197	James.Riley@email.com	James	Riley	
2	2803647650	44341820	9/10/2013 16:02	9/10/2013 16:07	213.135.28.198	Frank.Mitchell@email.com	Frank	Mitchell	
2	2803549367	44341820	9/10/2013 15:18	9/10/2013 15:23	213.135.28.199	Anna.Linder@email.com	Anna	Linder	
2	2803545992	44341820	9/10/2013 15:17	9/10/2013 15:23	213.135.28.200	Portia.Mercer@email.com	Portia	Mercer	
2	2803475575	44341820	9/10/2013 14:46	9/10/2013 14:46	213.135.28.201	Jason.Rivers@email.com	Jason	Rivers	
2	2803462170	44341820	9/10/2013 14:40	9/10/2013 14:41	213.135.28.202	Kathryn.Kemp@email.com	Kathryn	Kemp	
2	2803458958	44341820	9/10/2013 14:38	9/10/2013 14:41	213.135.28.203	Juli.Willis@email.com	Juli	Willis	
2	2803422402	44341820	9/10/2013 14:22	9/10/2013 14:23	213.135.28.204	Zack.Birkholz@email.com	Zack	Birkholz	
2	2803413287	44341820	9/10/2013 14:16	9/10/2013 14:21	213.135.28.205	Kathleen.Quivers@email.com	Kathleen	Quivers	
2	2803407857	44341820	9/10/2013 14:16	9/10/2013 14:35	213.135.28.206	Mark.Gilman@email.com	Mark	Gilman	
2	2803406656	44341820	9/10/2013 14:16	9/10/2013 14:19	213.135.28.207	Charles.Miller@email.com	Charles	Miller	
2	2803403622	44341820	9/10/2013 14:14	9/10/2013 14:15	213.135.28.208	Mary.Townsend@email.com	Mary	Townsend	
2	2803397526	44341820	9/10/2013 14:12	9/10/2013 14:12	213.135.28.209	Melvin.Brasher@email.com	Melvin	Brasher	
